"","region","avgPov","avgIncome"
"2764",48467,15.3625,37843.7916666667
"2765",48469,15.675,42293.75
"2766",48471,22.3166666666667,34508.0416666667
"2767",48473,18.4041666666667,41379.25
"2768",48475,16.925,38743.8333333333
"2769",48477,14.4416666666667,40922.9583333333
"2770",48479,30.7958333333333,31171.625
"2771",48481,17,36434.9166666667
"2772",48483,14.3125,37900.2083333333
"2773",48485,16.1333333333333,37793.1666666667
"2774",48487,17.0875,33043.375
"2775",48489,37.45,24585.3333333333
"2776",48491,6.74166666666667,63539.875
"2777",48493,12.3166666666667,48516.9583333333
"2778",48495,15.825,39977.5416666667
"2779",48497,11.1041666666667,47786.3333333333
"2780",48499,15.8541666666667,36249.75
"2781",48501,14.5375,43497.125
"2782",48503,16.4375,35950.3333333333
"2783",48505,31.4125,27088.4166666667
"2784",48507,38.05,20310.8333333333
"2785",49001,11.0041666666667,39745.125
"2786",49003,8.58333333333333,50108.25
"2787",49005,12.8083333333333,44042.5416666667
"2788",49007,14.6333333333333,40319.125
"2789",49009,8.00416666666667,40996.4583333333
"2790",49011,6.80833333333333,60391.2083333333
"2791",49013,14.45,44452.7083333333
"2792",49015,12.0291666666667,45265.5833333333
"2793",49017,12.0166666666667,37908.8333333333
"2794",49019,15.0916666666667,36334.5
"2795",49021,17.0166666666667,38035.8333333333
"2796",49023,11.025,44834.5416666667
"2797",49025,11.95,38901.4166666667
"2798",49027,13.1708333333333,42555.75
"2799",49029,4.7125,64077.5
"2800",49031,17.6,32089.9583333333
"2801",49033,10.075,46568.0833333333
"2802",49035,10.2666666666667,52655.5833333333
"2803",49037,27.6666666666667,32921.5
"2804",49039,16.1375,37812.7083333333
"2805",49041,13.4041666666667,40679.25
"2806",49043,6.01666666666667,72476.375
"2807",49045,8.0375,53915.8333333333
"2808",49047,12.8875,47160.6666666667
"2809",49049,11.9416666666667,51275.25
"2810",49051,7.37083333333333,55597.0833333333
"2811",49053,12.4875,42980.5833333333
"2812",49055,14.4041666666667,35808.25
"2813",49057,11.1833333333333,49237.125
"2814",50001,9.82083333333333,48083
"2815",50003,11.7916666666667,42411.7083333333
"2816",50005,13.3666666666667,38116.4166666667
"2817",50007,8.94583333333333,54442.0416666667
"2818",50009,14.7541666666667,33241.6666666667
"2819",50011,10.4041666666667,46737.5416666667
"2820",50013,8.50416666666667,50111.5833333333
"2821",50015,11.1041666666667,43462
"2822",50017,10.525,44415.1666666667
"2823",50019,15.0791666666667,35452.7083333333
"2824",50021,11.5208333333333,41000.25
"2825",50023,9.50416666666667,46831.5
"2826",50025,11.0791666666667,41683.0416666667
"2827",50027,9.725,45279.4583333333
"2828",51001,18.9083333333333,32625.2083333333
"2829",51003,8.05652173913044,59272.0434782609
"2830",51005,12.2347826086957,40652.9565217391
"2831",51007,10.7375,44250.9166666667
